id,year,parl_code,name,party_code,votes
1293,2013,P142,CHUA TEE YONG,MCA,15821
1294,2013,P143,MAHIADDIN BIN MD YASIN,UMNO,26274
1295,2013,P143,MOHAMAD ROZALI BIN JAMIL,PAS,13432
1296,2013,P144,HAMIM BIN SAMURI,UMNO,30619
1297,2013,P144,HASSAN BIN ABDUL KARIM,PKR,28652
1298,2013,P145,LEE CHING YONG,MCA,26051
1299,2013,P145,ER TECK HWA,DAP,31118
1300,2013,P146,NOR HIZWAN BIN AHMAD,PKR,19221
1301,2013,P146,RAZALI BIN IBRAHIM,UMNO,20867
1302,2013,P147,KHAIRUDDIN BIN A RAHIM,PAS,18505
1303,2013,P147,NORAINI BINTI AHMAD,UMNO,30258
1304,2013,P148,HU PANG CHAW,PAS,14735
1305,2013,P148,WEE KA SIONG,MCA,22045
1306,2013,P149,MOHD KHUZZAN BIN ABU BAKAR,PKR,16692
1307,2013,P149,AB AZIZ BIN KAPRAWI,UMNO,22453
1308,2013,P150,MOHD IDRIS BIN JUSI,PKR,38667
1309,2013,P150,MOHD PUAD BIN ZARKASHI,UMNO,36935
1310,2013,P151,SUHAIZAN BIN KAIAT,PAS,14048
1311,2013,P151,LIANG TECK MENG,GERAKAN,19754
1312,2013,P152,HOU KOK CHUNG,MCA,33215
1313,2013,P152,LIEW CHIN TONG,DAP,40574
1314,2013,P153,HISHAMMUDDIN BIN DATUK HUSSEIN,UMNO,22841
1315,2013,P153,ONN BIN ABU BAKAR,PKR,12210
1316,2013,P154,ROSLAN BIN NIKMAT,PAS,10437
1317,2013,P154,ABD. LATIFF BIN AHMAD,UMNO,26184
1318,2013,P155,HALIMAH BINTI MOHD SADIQUE,UMNO,25698
1319,2013,P155,MUHAMAD SAID BIN JONIT,PAS,8502
1320,2013,P156,ONN BIN JAAFAR,PAS,5799
1321,2013,P156,NOOR EHSANUDDIN BIN MOHD HARUN NARRASHID,UMNO,30373
1322,2013,P157,TENGKU INTAN BINTI TENGKU ABDUL HAMID,PKR,4484
1323,2013,P157,AZALINA BINTI OTHMAN,UMNO,26992
1324,2013,P157,MOHD AZAMAN BIN JOHARI,IND,795
1325,2013,P158,CHOONG SHIAU YOON,PKR,38218
1326,2013,P158,KHOO SOO SEANG,MCA,39985
1327,2013,P159,AHMAD FAIDHI BIN SAIDI,PKR,42899
1328,2013,P159,NORMALA BINTI ABDUL SAMAD,UMNO,43834
1329,2013,P160,SHARIL @ SHAHRIR BIN AB SAMAD,UMNO,44285
1330,2013,P160,MD HASHIM BIN HUSSEIN,PKR,34151
1331,2013,P161,NUR JAZLAN BIN MOHAMED,UMNO,43751
1332,2013,P161,SALAHUDDIN BIN AYUB,PAS,40525
1333,2013,P162,A. GHANI BIN OTHMAN,UMNO,39522
1334,2013,P162,LIM KIT SIANG,DAP,54284
1335,2013,P163,TEO NIE CHING,DAP,43338
1336,2013,P163,TAY CHIN HEIN,MCA,29888
1337,2013,P163,SURENDIRAN A/L KUPPAYAH,IND,238
1338,2013,P164,HANIFF @ GHAZALI BIN HOSMAN,PKR,14077
1339,2013,P164,AHMAD BIN MASLAN,UMNO,27804
1340,2013,P165,WEE JECK SENG,MCA,25038
1341,2013,P165,MAHDZIR BIN IBRAHIM,DAP,19581
1342,2013,P166,TAN SRI IBRAHIM BIN MENUDIN,PKR,6069
1343,2013,P166,ROZMAN BIN ISLI,UMNO,12694
1344,2013,P166,HADNAN BIN MOHAMAD,PAS,386
1345,2013,P167,MOJURIP BIN DIYUN,SAPP,963
1346,2013,P167,RAHIMAH BINTI MAJID,PKR,9507
1347,2013,P167,DATUK ABD RAHIM BIN BAKRI,UMNO,21883
1348,2013,P167,JUTIRIM BIN GALIBAI GALABI,STAR,3083
1349,2013,P168,MAJAMIS BIN TIMBONG,STAR,2228
1350,2013,P168,JOHNITY @ MAXIMUS BIN ONGKILI,PBS,15168
1351,2013,P168,YUNTAU BIN KOLOD @ KUNTAU BIN KOLOD,SAPP,444
1352,2013,P168,MAIJOL BIN MAHAP,PKR,14326
1353,2013,P169,JALUMIN BIN BAYOGOH,STAR,2709
1354,2013,P169,LAMSIL BIN AMIDSOR,IND,979
1355,2013,P169,DATO' ABD RAHMAN BIN DAHLAN,UMNO,21768
1356,2013,P169,KANUL BIN GINDOL,IND,185
1357,2013,P169,ISNARAISSAH MUNIRAH BT. MAJILIS @ FAKHARUDY,PKR,16673
1358,2013,P170,ERVEANA ANSARI ALI,IND,2264
1359,2013,P170,MADIUS BIN TANGAU,UPKO,20685
1360,2013,P170,MOJILIP BIN BUMBURING @ WILFRED,PKR,15495
1361,2013,P170,SAMIN @ JASMIN BIN DULIN,STAR,1509
1362,2013,P171,CHIN HON KIONG,SAPP,4070
1363,2013,P171,DANIEL JOHN JAMBUN,STAR,1931
1364,2013,P171,JEFFREY KUMIN @ JOHN,DAP,13403
1365,2013,P171,DATUK JUMAT BIN IDRIS,UMNO,22845
1366,2013,P172,WONG SZE PHIN @ JIMMY,DAP,28516
1367,2013,P172,CHIN TEK MING,PBS,9557
1368,2013,P172,LIEW HOCK LEONG @ MICHAEL,STAR,909
1369,2013,P173,LEE HAN KYUN @ JOSEPH LEE,DAP,7958
1370,2013,P173,MAKIN @ MARCUS MOJIGOH,UPKO,17465
1371,2013,P173,AWANG AHMAD SAH,STAR,2604
1372,2013,P173,DULI @ DULLIE BIN MARI @ MARIE,SAPP,1068
1373,2013,P174,BERNARD GILUK DOMPOK,UPKO,12382
1374,2013,P174,MELANIA @ MELANIE ANNOL,STAR,1119
1375,2013,P174,IGNATIUS DORELL LEIKING,PKR,22598
1376,2013,P175,BALON BIN MUJIM,STAR,838
1377,2013,P175,MOHAMMAD YAHYA @ YAHYA BIN LAMPONG,PKR,10661
1378,2013,P175,DATUK ROSNAH BINTI HJ ABD RASHID SHIRLIN,UMNO,21196
1379,2013,P176,LUSIN BIN BALANGON,STAR,240
1380,2013,P176,JAMIL BIN WILLIAM CORE,SAPP,650
1381,2013,P176,DATUK ANIFAH BIN AMAN @ HANIFF AMMAN,UMNO,13754
1382,2013,P176,JAAFAR BIN ISMAIL,PKR,8031
1383,2013,P177,GUAN DEE BIN KOH HOI,STAR,409
1384,2013,P177,DATUK AZIZAH BINTI MOHD DUN,UMNO,12827
1385,2013,P177,LAJIM BIN UKIN,PKR,12154
1386,2013,P178,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,UMNO,16377
1387,2013,P178,KAMIS BIN DAMING,SAPP,505
1388,2013,P178,RAMLE BIN DUA @ RAMLI DUA LEE,PKR,6908
1389,2013,P179,JONATHAN BIN YASIN,PKR,11823
1390,2013,P179,YAZID BIN SAHJINAN,IND,914
1391,2013,P179,EWON EBIN,UPKO,15434
1392,2013,P179,ULIANAH BTE SITUN @ WIDYA JULIA,STAR,2559
1393,2013,P180,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,STAR,11900
1394,2013,P180,JOSEPH PAIRIN KITINGAN,PBS,15818
1395,2013,P180,STEPHEN SANDOR,PKR,7825
1396,2013,P181,JAINEH BIN JUAYA @ JIMMY JAWATAH,SAPP,1766
1397,2013,P181,HASMIN @ AZROY BIN ABDULLAH,STAR,2449
1398,2013,P181,DATUK RAIME BIN UNGGI,UMNO,9771
1399,2013,P181,MASDIN BIN TUMAS,PKR,5885
1400,2013,P181,MUTANG @ SYLVESTER BIN DAWAT,KITA,423
1401,2013,P182,MARTIN TOMY @ TOMMY,STAR,3554
1402,2013,P182,RICHARD SAKIAN BIN GUNTING,PKR,7723
1403,2013,P182,JOSEPH KURUP,PBRS,9467
1404,2013,P182,FATIMAH BINTI AGITOR @ MOHD DAUD,IND,152
1405,2013,P183,RONALD KIANDEE,UMNO,13174
1406,2013,P183,RAIMON BIN LANJAT,STAR,1460
1407,2013,P183,JAMES BIN MIKI,PKR,3186
1408,2013,P183,DATU KAMARUDDIN BIN DATU MUSTAPHA,IND,542
1409,2013,P184,DATUK JUSLIE BIN AJIROL,UMNO,19584
1410,2013,P184,SAHAR BIN SAKA,IND,3219
1411,2013,P184,MOHD SERMAN BIN HASSNAR,PKR,7998
1412,2013,P184,ROSNAH BINTI UNSARI,STAR,502
1413,2013,P185,TSEN THAU LIN,PBS,13085
1414,2013,P185,SAIFUL BAHARI RASHADA BIN AHMAD,STAR,410
1415,2013,P185,HAMZA BIN A. ABDULLAH @ HAMZAH,PAS,9287
1416,2013,P186,LIEW VUI KEONG,LDP,13138
1417,2013,P186,WONG TIEN FATT @ WONG NYUK FOH,DAP,14226
1418,2013,P187,ABDULLAH BIN ABDUL SANI,PKR,3646
1419,2013,P187,DATUK MOKTAR BIN RADIN,UMNO,13377
1420,2013,P187,HAJI ALI LATIP BIN HAJI TAHA,IND,1130
1421,2013,P187,YAMBUYA BIN PARANTIS @ CYRIL PONGOD,STAR,1153
1422,2013,P188,DUMI BIN PG. MASDAL,IND,4959
1423,2013,P188,BADRULAMIN BIN BAHRON,PKR,9671
1424,2013,P188,DATU NASRUN BIN DATU MANSUR,UMNO,23058
1425,2013,P188,APAS @ NAWAWIE BIN SAKING,STAR,841
1426,2013,P189,DATUK SERI MOHD SHAFIE BIN APDAL,UMNO,25559
1427,2013,P189,ZAMREE @ MOHD SUFFIAN B ABDUL HABI,PKR,4654
1428,2013,P189,DATU BADARUDDIN BIN TUN DATU HJ MUSTAPHA,IND,325
1429,2013,P190,YAP KAIN CHING @ MARY YAP KEN JIN,PBS,21331
1430,2013,P190,KONG HONG MING @ KONG FO MIN,PKR,16352
1431,2013,P190,CHUA SOON BUI,SAPP,633
1432,2013,P190,AHMAD BIN AWANG @ MADON,IND,553
1433,2013,P191,YAHYA BIN ZAINAL,IND,132
1434,2013,P191,MALVINE REYES,STAR,603
1435,2013,P191,SIAMSIR BIN BORHAN,IND,891
1436,2013,P191,FREDDIE JAPAT ANAK SIMBOL,IND,137
1437,2013,P191,MOHD BIN MANUKE,IND,1313
1438,2013,P191,ABDUL GHAPUR BIN SALLEH,UMNO,23125
1439,2013,P191,USMAN BIN MADEAMING,PAS,8904
1440,2013,P192,NOGEH ANAK GUMBEK,SPDP,8265
1441,2013,P192,PATRICK ANEK UREN,STAR,462
1442,2013,P192,MORDI ANAK BIMOL,DAP,5293
1443,2013,P192,TEKHEE @ TIKI ANAK LAFE,IND,6109
1444,2013,P193,WAN JUNAIDI BIN TUANKU JAAFAR,PBB,24655
1445,2013,P193,AFFENDI BIN JEMAN,IND,233
1446,2013,P193,ZULRUSDI BIN MOHAMAD HOL,PKR,3719
1447,2013,P193,MURA BIN KADIR,STAR,206
1448,2013,P194,AHMAD NAZIB BIN JOHARI,PKR,8116
1449,2013,P194,FADILLAH BIN YUSOF,PBB,29559
1450,2013,P195,TAN KAI,SUPP,10491
1451,2013,P195,CHONG CHIENG JEN,DAP,30133
1452,2013,P196,YONG KHOON HIAN @ YONG KHOON SENG,SUPP,22993
1453,2013,P196,JULIAN TAN KOK PING,DAP,41663
1454,2013,P196,SOO LINA,STAR,239
1455,2013,P197,RUBIAH BINTI WANG,PBB,24202
1456,2013,P197,ABANG AHMAD KERDEE BIN ABANG MASAGUS,PAS,6801
1457,2013,P198,WILLIE ANAK MONGIN,PKR,10740
1458,2013,P198,DRIPIN ANAK SAKOI,STAR,704
1459,2013,P198,JAMES DAWOS MAMIT,PBB,20461
1460,2013,P199,EDWARD ANAK ANDREW LUWAK,DAP,6343
1461,2013,P199,JOHNNY ANAK APUT,STAR,390
1462,2013,P199,RICHARD RIOT ANAK JAEM,SUPP,19494
1463,2013,P200,MOHAMAD BIN JOLHI,PAS,2017
1464,2013,P200,NANCY BINTI SHUKRI,PBB,13277
1465,2013,P201,ABANG ZULKIFLI BIN ABANG ENGKEH,PKR,4661
1466,2013,P201,ROHANI BINTI ABDUL KARIM,PBB,15625
1467,2013,P202,NICHOLAS MUJAH ANAK ASON,PKR,5618
1468,2013,P202,MASIR ANAK KUJAT,PRS,12168
1469,2013,P202,WILFRED STEPHEN,SWP,476
1470,2013,P202,DONALD LAWAN,IND,3867
1471,2013,P203,NICHOLAS BAWIN ANAK ANGGAT,PKR,2530
1472,2013,P203,WILLIAM @ NYALLAU ANAK BADAK,PRS,8278
1473,2013,P203,LARRY SOON @ LARRY SNG WEI SHIEN,SWP,4187
1474,2013,P204,DOUGLAS UGGAH EMBAS,PBB,15476
1475,2013,P204,CECILIA SITI UNA @ SITTIE ENDEK,PKR,4589
1476,2013,P205,ALI ANAK BIJU,PKR,9519
1477,2013,P205,ROSLI BIN LEK @ ABG ROSELIE BIN ABG PALENG,IND,681
1478,2013,P205,WILLIAM IKOM,SPDP,11600
1479,2013,P206,JURINA BINTI MUT,PAS,1571
1480,2013,P206,NORAH BINTI ABD RAHMAN,PBB,12535
1481,2013,P207,WAHAB BIN HAJI DOLAH,PBB,11896
1482,2013,P207,AJIJI BIN FAUZAN,PAS,1747
1483,2013,P208,DING KUONG HIING,SUPP,13758
1484,2013,P208,WONG LING BIU,DAP,14263
1485,2013,P209,WONG ANAK JUDAT,SWP,3936
1486,2013,P209,WONG HONG YU,PKR,2852
1487,2013,P209,JOSEPH SALANG ANAK GANDUM,PRS,9891
1488,2013,P210,ELLISON LUDAN ANAK MUYAN,SWP,417
1489,2013,P210,THOMAS LAJA ANAK BESI,PKR,5004
1490,2013,P210,AGO ANAK DAGANG,PRS,8046
1491,2013,P211,TIONG THAI KING,SUPP,17983
1492,2013,P211,ALICE LAU KIONG YIENG,DAP,26613
1493,2013,P212,LAU LEE MING,SUPP,23967
1494,2013,P212,OSCAR LING CHAI YEW,DAP,26808
1495,2013,P212,NARAWI BIN HARON,IND,203
1496,2013,P213,SYLVESTER AJAH SUBAH @ AJAH BIN SUBAH,IND,2219
1497,2013,P213,HAI BIN MERAWIN @ BONAVENTURE,DAP,2219
1498,2013,P213,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,PBB,14983
1499,2013,P214,JOSEPH ENTULU ANAK BELAUN,PRS,12040
1500,2013,P214,SNG CHEE HUA,SWP,4485
1501,2013,P214,JOSHUA ANAK JABING @ JOSHUA JABENG,PKR,3891
1502,2013,P215,ALEXANDER NANTA LINGGI,PBB,13446
1503,2013,P215,RAMLI ANAK MALAKA,DAP,3715
1504,2013,P216,GEORGE ANAK LAGONG,SWP,2129
1505,2013,P216,ABUN SUI ANYIT,PKR,3283
1506,2013,P216,UGAK ANAK KUMBONG,PRS,9117
1507,2013,P217,TIONG KING SING,SPDP,26458
1508,2013,P217,JOHN BRIAN ANTHONY ANAK JEREMY GUANG,DAP,19025
1509,2013,P218,MUHAMMAD ZAID BIN TANDANG,PAS,7282
1510,2013,P218,AHMAD LAI BIN BUJANG,PBB,13348
1511,2013,P219,MICHAEL TEO YU KENG,PKR,26909
1512,2013,P219,SEBASTIAN TING CHIEW YEW,SUPP,24917
1513,2013,P219,CHONG KON FATT,STAR,306
1514,2013,P220,ANYI NGAU,SPDP,9182
1515,2013,P220,PATRICK SIBAT SUJANG,IND,363
1516,2013,P220,ROLAND ENGAN,PKR,8988
1517,2013,P221,BARU BIAN,PKR,4698
1518,2013,P221,HASBI BIN HABIBOLLAH,PBB,12999
1519,2013,P222,HENRY SUM AGONG,PBB,9928
1520,2013,P222,BARU LANGUB,DAP,3898
1521,2013,P222,ALIRAHMAN BIN KAMSEH,STAR,69
1522,2013,P108,ZULKIFLI BIN NOORDIN,BN,38070
1523,2013,P113,MOHAMED HANIPA BIN MAIDIN,PAS,36774
1524,2013,P56,HAMZAH BIN ZAINUDIN,BN,22184
